title,text,category,content,word_count,char_count,content_clean
Autenticação no frontend,"Fluxos de login, armazenamento de tokens, refresh token e proteção de rotas.",Frontend,"Autenticação no frontend. Fluxos de login, armazenamento de tokens, refresh token e proteção de rotas.",15,102,autenticação frontend fluxos login armazenamento tokens refresh token proteção rotas
Microinterações,Pequenas animações e feedbacks visuais que melhoram a experiência do usuário.,Frontend,Microinterações. Pequenas animações e feedbacks visuais que melhoram a experiência do usuário.,12,94,microinterações pequenas animações feedbacks visuais melhoram experiência usuário
Bundlers modernos,"Vite, Webpack e esbuild: diferenças e impacto na experiência de desenvolvimento.",Frontend,"Bundlers modernos. Vite, Webpack e esbuild: diferenças e impacto na experiência de desenvolvimento.",13,99,bundlers modernos vite webpack esbuild diferenças impacto experiência desenvolvimento
Flutter widgets,"Construindo interfaces mobile com Flutter e Dart. StatelessWidget, StatefulWidget e Composition.",Mobile,"Flutter widgets. Construindo interfaces mobile com Flutter e Dart. StatelessWidget, StatefulWidget e Composition.",13,113,flutter widgets construindo interfaces mobile flutter dart statelesswidget statefulwidget composition
React Native na prática,"Desenvolvimento multiplataforma com React Native. Navegação, componentes nativos e estilização.",Mobile,"React Native na prática. Desenvolvimento multiplataforma com React Native. Navegação, componentes nativos e estilização.",14,120,react native prática desenvolvimento multiplataforma react native navegação componentes nativos estilização
Kotlin para Android,"Criando aplicativos Android nativos com Kotlin, Activities, Fragments e Jetpack Compose.",Mobile,"Kotlin para Android. Criando aplicativos Android nativos com Kotlin, Activities, Fragments e Jetpack Compose.",14,109,kotlin android criando aplicativos android nativos kotlin activities fragments jetpack compose
SwiftUI basics,"Introdução ao desenvolvimento iOS com Swift e SwiftUI. Views, State e navegação.",Mobile,"SwiftUI basics. Introdução ao desenvolvimento iOS com Swift e SwiftUI. Views, State e navegação.",14,96,swiftui basics introdução desenvolvimento ios swift swiftui views state navegação
Navegação no Flutter,Gerenciamento de rotas e navegação entre telas com Navigator e go_router no Flutter.,Mobile,Navegação no Flutter. Gerenciamento de rotas e navegação entre telas com Navigator e go_router no Flutter.,16,106,navegação flutter gerenciamento rotas navegação telas navigator router flutter
Estado global no React Native,"Usando Context API, Zustand ou Redux para gerenciar estado em apps React Native.",Mobile,"Estado global no React Native. Usando Context API, Zustand ou Redux para gerenciar estado em apps React Native.",18,111,estado global react native usando context api zustand redux gerenciar estado apps react native
Publicando app na Play Store,Passo a passo para gerar o bundle e publicar um aplicativo Android na Google Play Store.,Mobile,Publicando app na Play Store. Passo a passo para gerar o bundle e publicar um aplicativo Android na Google Play Store.,21,118,publicando app play store passo passo gerar bundle publicar aplicativo android google play store
Jetpack Compose fundamentos,"UI declarativa no Android com Jetpack Compose, recomposição e temas.",Mobile,"Jetpack Compose fundamentos. UI declarativa no Android com Jetpack Compose, recomposição e temas.",13,97,jetpack compose fundamentos declarativa android jetpack compose recomposição temas
Acesso a recursos nativos,"Como acessar câmera, GPS e armazenamento local em Flutter e React Native.",Mobile,"Acesso a recursos nativos. Como acessar câmera, GPS e armazenamento local em Flutter e React Native.",16,100,acesso recursos nativos acessar câmera gps armazenamento local flutter react native
Animações em Flutter,"Criando animações suaves com AnimationController, Tween e Implicit Animations.",Mobile,"Animações em Flutter. Criando animações suaves com AnimationController, Tween e Implicit Animations.",12,100,animações flutter criando animações suaves animationcontroller tween implicit animations
Firebase no Mobile,"Integração de autenticação, Firestore e Cloud Messaging em apps Flutter e React Native.",Mobile,"Firebase no Mobile. Integração de autenticação, Firestore e Cloud Messaging em apps Flutter e React Native.",16,107,firebase mobile integração autenticação firestore cloud messaging apps flutter react native
Performance em apps mobile,"Dicas de otimização de performance, lazy loading e redução de rebuilds no Flutter.",Mobile,"Performance em apps mobile. Dicas de otimização de performance, lazy loading e redução de rebuilds no Flutter.",17,110,performance apps mobile dicas otimização performance lazy loading redução rebuilds flutter
Arquitetura de apps Flutter,"Organizando projetos Flutter com clean architecture, repositories e state management.",Mobile,"Arquitetura de apps Flutter. Organizando projetos Flutter com clean architecture, repositories e state management.",14,114,arquitetura apps flutter organizando projetos flutter clean architecture repositories state management
State management com Provider e Riverpod,"Gerenciando estado em Flutter com Provider, Riverpod e boas práticas.",Mobile,"State management com Provider e Riverpod. Gerenciando estado em Flutter com Provider, Riverpod e boas práticas.",16,111,state management provider riverpod gerenciando estado flutter provider riverpod boas práticas
Navegação no React Native,"React Navigation: stack, tabs e drawer navigation em aplicativos multiplataforma.",Mobile,"Navegação no React Native. React Navigation: stack, tabs e drawer navigation em aplicativos multiplataforma.",14,108,navegação react native react navigation stack tabs drawer navigation aplicativos multiplataforma
Push notifications,Implementando notificações push com Firebase Cloud Messaging em Android e iOS.,Mobile,Push notifications. Implementando notificações push com Firebase Cloud Messaging em Android e iOS.,13,98,push notifications implementando notificações push firebase cloud messaging android ios
Armazenamento local no mobile,"Usando AsyncStorage, Hive, SharedPreferences e SQLite em apps mobile.",Mobile,"Armazenamento local no mobile. Usando AsyncStorage, Hive, SharedPreferences e SQLite em apps mobile.",13,100,armazenamento local mobile usando asyncstorage hive sharedpreferences sqlite apps mobile
Integração com APIs no Flutter,"Consumindo APIs REST com Dio e http package, tratamento de erros e interceptors.",Mobile,"Integração com APIs no Flutter. Consumindo APIs REST com Dio e http package, tratamento de erros e interceptors.",18,112,integração apis flutter consumindo apis rest dio http package tratamento erros interceptors
Testes em Flutter,"Unit tests, widget tests e integration tests no ecossistema Flutter.",Mobile,"Testes em Flutter. Unit tests, widget tests e integration tests no ecossistema Flutter.",13,87,testes flutter unit tests widget tests integration tests ecossistema flutter
Publicação na App Store,"Processo de build, certificados e submissão de apps iOS na Apple App Store.",Mobile,"Publicação na App Store. Processo de build, certificados e submissão de apps iOS na Apple App Store.",17,100,publicação app store processo build certificados submissão apps ios apple app store
Deep linking em apps,Configurando deep links e universal links para abrir telas específicas do aplicativo.,Mobile,Deep linking em apps. Configurando deep links e universal links para abrir telas específicas do aplicativo.,16,107,deep linking apps configurando deep links universal links abrir telas específicas aplicativo
Animações complexas no Flutter,"Hero animations, implicit animations e custom painters para UIs avançadas.",Mobile,"Animações complexas no Flutter. Hero animations, implicit animations e custom painters para UIs avançadas.",14,106,animações complexas flutter hero animations implicit animations custom painters uis avançadas
Acesso a sensores do dispositivo,"Utilizando GPS, acelerômetro, câmera e biometria em aplicativos mobile.",Mobile,"Acesso a sensores do dispositivo. Utilizando GPS, acelerômetro, câmera e biometria em aplicativos mobile.",14,105,acesso sensores dispositivo utilizando gps acelerômetro câmera biometria aplicativos mobile
CI/CD para apps mobile,"Automatizando build e distribuição com Fastlane, Codemagic e GitHub Actions.",Mobile,"CI/CD para apps mobile. Automatizando build e distribuição com Fastlane, Codemagic e GitHub Actions.",14,100,apps mobile automatizando build distribuição fastlane codemagic github actions
Offline first no mobile,Estratégias de sincronização e funcionamento offline em aplicativos móveis.,Mobile,Offline first no mobile. Estratégias de sincronização e funcionamento offline em aplicativos móveis.,13,100,offline first mobile estratégias sincronização funcionamento offline aplicativos móveis
Kotlin Multiplatform,Compartilhando lógica de negócio entre Android e iOS com Kotlin Multiplatform.,Mobile,Kotlin Multiplatform. Compartilhando lógica de negócio entre Android e iOS com Kotlin Multiplatform.,13,100,kotlin multiplatform compartilhando lógica negócio android ios kotlin multiplatform
Performance e memory leaks,Detectando e corrigindo memory leaks e jank em apps Flutter e React Native.,Mobile,Performance e memory leaks. Detectando e corrigindo memory leaks e jank em apps Flutter e React Native.,17,103,performance memory leaks detectando corrigindo memory leaks jank apps flutter react native
Clean Architecture no Flutter,"Separando presentation, domain e data em aplicativos Flutter escaláveis.",Mobile,"Clean Architecture no Flutter. Separando presentation, domain e data em aplicativos Flutter escaláveis.",13,103,clean architecture flutter separando presentation domain data aplicativos flutter escaláveis
Gerenciamento de estado com Bloc,Implementando BLoC pattern para fluxos previsíveis em apps Flutter.,Mobile,Gerenciamento de estado com Bloc. Implementando BLoC pattern para fluxos previsíveis em apps Flutter.,14,101,gerenciamento estado bloc implementando bloc pattern fluxos previsíveis apps flutter
Performance no React Native,"Otimizando listas, imagens e ponte nativa para evitar travamentos em apps React Native.",Mobile,"Performance no React Native. Otimizando listas, imagens e ponte nativa para evitar travamentos em apps React Native.",17,116,performance react native otimizando listas imagens ponte nativa evitar travamentos apps react native
Build flavors e ambientes,"Configurando ambientes de dev, staging e produção em apps Android e iOS.",Mobile,"Build flavors e ambientes. Configurando ambientes de dev, staging e produção em apps Android e iOS.",16,99,build flavors ambientes configurando ambientes dev staging produção apps android ios
Autenticação biométrica,Login com digital e Face ID em aplicativos mobile usando plugins nativos.,Mobile,Autenticação biométrica. Login com digital e Face ID em aplicativos mobile usando plugins nativos.,14,98,autenticação biométrica login digital face aplicativos mobile usando plugins nativos
Sincronização offline,"Filas de sincronização, conflitos e estratégias offline-first em apps móveis.",Mobile,"Sincronização offline. Filas de sincronização, conflitos e estratégias offline-first em apps móveis.",12,100,sincronização offline filas sincronização conflitos estratégias offline first apps móveis
Deep links e app links,Abrindo telas específicas do app a partir de URLs e campanhas de marketing.,Mobile,Deep links e app links. Abrindo telas específicas do app a partir de URLs e campanhas de marketing.,18,99,deep links app links abrindo telas específicas app partir urls campanhas marketing
Widgets personalizados no Flutter,Criando componentes reutilizáveis e custom painters para UIs diferenciadas.,Mobile,Widgets personalizados no Flutter. Criando componentes reutilizáveis e custom painters para UIs diferenciadas.,13,110,widgets personalizados flutter criando componentes reutilizáveis custom painters uis diferenciadas
Gerenciamento de permissões,"Solicitando e tratando permissões de câmera, localização e notificações.",Mobile,"Gerenciamento de permissões. Solicitando e tratando permissões de câmera, localização e notificações.",12,101,gerenciamento permissões solicitando tratando permissões câmera localização notificações
Crash reporting mobile,Capturando crashes e ANRs com Firebase Crashlytics e ferramentas similares.,Mobile,Crash reporting mobile. Capturando crashes e ANRs com Firebase Crashlytics e ferramentas similares.,13,99,crash reporting mobile capturando crashes anrs firebase crashlytics ferramentas similares
Animações de transição entre telas,"Hero widgets, shared element transitions e navegação fluida em apps mobile.",Mobile,"Animações de transição entre telas. Hero widgets, shared element transitions e navegação fluida em apps mobile.",16,111,animações transição telas hero widgets shared element transitions navegação fluida apps mobile
Publicação automatizada de apps,"Usando Fastlane para assinar, versionar e enviar builds para as lojas.",Mobile,"Publicação automatizada de apps. Usando Fastlane para assinar, versionar e enviar builds para as lojas.",15,103,publicação automatizada apps usando fastlane assinar versionar enviar builds lojas
Acessibilidade em apps mobile,"Labels de acessibilidade, contraste e navegação para leitores de tela no mobile.",Mobile,"Acessibilidade em apps mobile. Labels de acessibilidade, contraste e navegação para leitores de tela no mobile.",16,111,acessibilidade apps mobile labels acessibilidade contraste navegação leitores tela mobile
Integração com mapas,"Exibindo mapas, marcadores e rotas com Google Maps ou Mapbox em apps mobile.",Mobile,"Integração com mapas. Exibindo mapas, marcadores e rotas com Google Maps ou Mapbox em apps mobile.",16,98,integração mapas exibindo mapas marcadores rotas google maps mapbox apps mobile
Tamanho do app e otimização,Reduzindo o tamanho do APK/AAB e do IPA com tree shaking e assets otimizados.,Mobile,Tamanho do app e otimização. Reduzindo o tamanho do APK/AAB e do IPA com tree shaking e assets otimizados.,19,106,tamanho app otimização reduzindo tamanho apk aab ipa tree shaking assets otimizados
OCI Object Storage,"Como usar Oracle Cloud Infrastructure Object Storage para armazenar arquivos, backups e modelos de machine learning.",Cloud,"OCI Object Storage. Como usar Oracle Cloud Infrastructure Object Storage para armazenar arquivos, backups e modelos de machine learning.",19,136,oci object storage usar oracle cloud infrastructure object storage armazenar arquivos backups modelos machine learning
Introdução ao Docker,"Containers, Dockerfile, imagens e docker-compose. Empacotando aplicações para a nuvem.",Cloud,"Introdução ao Docker. Containers, Dockerfile, imagens e docker-compose. Empacotando aplicações para a nuvem.",13,108,introdução docker containers dockerfile imagens docker compose empacotando aplicações nuvem
Kubernetes fundamentals,"Orquestração de containers com Kubernetes. Pods, Deployments, Services e ConfigMaps.",Cloud,"Kubernetes fundamentals. Orquestração de containers com Kubernetes. Pods, Deployments, Services e ConfigMaps.",12,109,kubernetes fundamentals orquestração containers kubernetes pods deployments services configmaps
AWS S3 e EC2,Armazenamento de objetos com S3 e computação com EC2 na Amazon Web Services.,Cloud,AWS S3 e EC2. Armazenamento de objetos com S3 e computação com EC2 na Amazon Web Services.,17,90,aws armazenamento objetos computação amazon web services
Oracle Cloud Infrastructure overview,"Serviços principais da OCI: Compute, Object Storage, Autonomous Database, Networking e IAM.",Cloud,"Oracle Cloud Infrastructure overview. Serviços principais da OCI: Compute, Object Storage, Autonomous Database, Networking e IAM.",16,129,oracle cloud infrastructure overview serviços principais oci compute object storage autonomous database networking iam
Deploy de aplicações na OCI,Como fazer deploy de uma API em uma instância Compute da Oracle Cloud Infrastructure.,Cloud,Deploy de aplicações na OCI. Como fazer deploy de uma API em uma instância Compute da Oracle Cloud Infrastructure.,19,114,deploy aplicações oci fazer deploy api instância compute oracle cloud infrastructure
Buckets e pre-authenticated requests,Gerenciando acesso a arquivos no OCI Object Storage com PARs e policies de IAM.,Cloud,Buckets e pre-authenticated requests. Gerenciando acesso a arquivos no OCI Object Storage com PARs e policies de IAM.,18,117,buckets pre authenticated requests gerenciando acesso arquivos oci object storage pars policies iam
Serverless com OCI Functions,Criando funções serverless na Oracle Cloud para processar eventos e tarefas sob demanda.,Cloud,Serverless com OCI Functions. Criando funções serverless na Oracle Cloud para processar eventos e tarefas sob demanda.,17,118,serverless oci functions criando funções serverless oracle cloud processar eventos tarefas sob demanda
Redes na nuvem (VCN),"Configurando Virtual Cloud Networks, subnets, security lists e route tables na OCI.",Cloud,"Redes na nuvem (VCN). Configurando Virtual Cloud Networks, subnets, security lists e route tables na OCI.",16,105,redes nuvem vcn configurando virtual cloud networks subnets security lists route tables oci
Comparativo AWS vs OCI vs Azure,Principais diferenças entre os maiores provedores de nuvem pública do mercado.,Cloud,Comparativo AWS vs OCI vs Azure. Principais diferenças entre os maiores provedores de nuvem pública do mercado.,17,111,comparativo aws oci azure principais diferenças maiores provedores nuvem pública mercado
Armazenando modelos de ML na nuvem,Boas práticas para versionar e servir modelos de machine learning usando Object Storage.,Cloud,Armazenando modelos de ML na nuvem. Boas práticas para versionar e servir modelos de machine learning usando Object Storage.,19,124,armazenando modelos nuvem boas práticas versionar servir modelos machine learning usando object storage
Load Balancer na OCI,Distribuindo tráfego entre múltiplas instâncias com o Load Balancer da Oracle Cloud.,Cloud,Load Balancer na OCI. Distribuindo tráfego entre múltiplas instâncias com o Load Balancer da Oracle Cloud.,16,106,load balancer oci distribuindo tráfego múltiplas instâncias load balancer oracle cloud
Autonomous Database na prática,Criando e conectando em um banco Autonomous Transaction Processing na OCI.,Cloud,Autonomous Database na prática. Criando e conectando em um banco Autonomous Transaction Processing na OCI.,15,106,autonomous database prática criando conectando banco autonomous transaction processing oci
Containers na Oracle Cloud,Usando Container Instances e OKE (Oracle Kubernetes Engine) para rodar containers.,Cloud,Containers na Oracle Cloud. Usando Container Instances e OKE (Oracle Kubernetes Engine) para rodar containers.,15,110,containers oracle cloud usando container instances oke oracle kubernetes engine rodar containers
IAM e segurança na nuvem,"Políticas de acesso, grupos, usuários e least privilege na Oracle Cloud Infrastructure.",Cloud,"IAM e segurança na nuvem. Políticas de acesso, grupos, usuários e least privilege na Oracle Cloud Infrastructure.",17,113,iam segurança nuvem políticas acesso grupos usuários least privilege oracle cloud infrastructure
Object Storage na prática,"Criando buckets, fazendo upload e download de arquivos e gerenciando lifecycle policies no OCI Object Storage.",Cloud,"Object Storage na prática. Criando buckets, fazendo upload e download de arquivos e gerenciando lifecycle policies no OCI Object Storage.",20,137,object storage prática criando buckets fazendo upload download arquivos gerenciando lifecycle policies oci object storage
Compute Instances na OCI,"Provisionando máquinas virtuais, shapes, imagens e conectividade na Oracle Cloud.",Cloud,"Compute Instances na OCI. Provisionando máquinas virtuais, shapes, imagens e conectividade na Oracle Cloud.",14,107,compute instances oci provisionando máquinas virtuais shapes imagens conectividade oracle cloud
Networking básico na nuvem,"VCN, subnets públicas e privadas, internet gateway e NAT gateway na OCI.",Cloud,"Networking básico na nuvem. VCN, subnets públicas e privadas, internet gateway e NAT gateway na OCI.",16,100,networking básico nuvem vcn subnets públicas privadas internet gateway nat gateway oci
IAM policies na Oracle Cloud,"Criando políticas de acesso granulares para usuários, grupos e recursos na OCI.",Cloud,"IAM policies na Oracle Cloud. Criando políticas de acesso granulares para usuários, grupos e recursos na OCI.",17,109,iam policies oracle cloud criando políticas acesso granulares usuários grupos recursos oci
Deploy de API em cloud,Passo a passo para hospedar uma API FastAPI ou Spring Boot em uma instância OCI Compute.,Cloud,Deploy de API em cloud. Passo a passo para hospedar uma API FastAPI ou Spring Boot em uma instância OCI Compute.,21,112,deploy api cloud passo passo hospedar api fastapi spring boot instância oci compute
Armazenando modelos ML no Object Storage,Versionamento e download de modelos joblib/pickle a partir de buckets na nuvem.,Cloud,Armazenando modelos ML no Object Storage. Versionamento e download de modelos joblib/pickle a partir de buckets na nuvem.,18,121,armazenando modelos object storage versionamento download modelos joblib pickle partir buckets nuvem
Containers na OCI,Rodando containers com Container Instances e introdução ao Oracle Kubernetes Engine (OKE).,Cloud,Containers na OCI. Rodando containers com Container Instances e introdução ao Oracle Kubernetes Engine (OKE).,15,109,containers oci rodando containers container instances introdução oracle kubernetes engine oke
Serverless na Oracle Cloud,OCI Functions: quando usar funções serverless e como fazer deploy de funções Python.,Cloud,Serverless na Oracle Cloud. OCI Functions: quando usar funções serverless e como fazer deploy de funções Python.,17,112,serverless oracle cloud oci functions usar funções serverless fazer deploy funções python
Bancos de dados gerenciados na nuvem,Autonomous Database e MySQL HeatWave: vantagens de bancos gerenciados na OCI.,Cloud,Bancos de dados gerenciados na nuvem. Autonomous Database e MySQL HeatWave: vantagens de bancos gerenciados na OCI.,17,115,bancos dados gerenciados nuvem autonomous database mysql heatwave vantagens bancos gerenciados oci
Backup e disaster recovery,"Estratégias de backup de volumes, object storage e bancos na nuvem.",Cloud,"Backup e disaster recovery. Estratégias de backup de volumes, object storage e bancos na nuvem.",15,95,backup disaster recovery estratégias backup volumes object storage bancos nuvem
Observabilidade na nuvem,"Monitoramento de recursos com OCI Monitoring, Logging e Alarmas.",Cloud,"Observabilidade na nuvem. Monitoramento de recursos com OCI Monitoring, Logging e Alarmas.",12,90,observabilidade nuvem monitoramento recursos oci monitoring logging alarmas
Custos na cloud,"Como estimar, monitorar e otimizar custos de Compute, Storage e rede na OCI.",Cloud,"Custos na cloud. Como estimar, monitorar e otimizar custos de Compute, Storage e rede na OCI.",16,93,custos cloud estimar monitorar otimizar custos compute storage rede oci
Multi-cloud e hybrid cloud,Conceitos de arquiteturas multi-cloud e hybrid cloud com Oracle e outros provedores.,Cloud,Multi-cloud e hybrid cloud. Conceitos de arquiteturas multi-cloud e hybrid cloud com Oracle e outros provedores.,16,112,multi cloud hybrid cloud conceitos arquiteturas multi cloud hybrid cloud oracle outros provedores
Security lists e NSGs,Controlando tráfego de rede com Security Lists e Network Security Groups na OCI.,Cloud,Security lists e NSGs. Controlando tráfego de rede com Security Lists e Network Security Groups na OCI.,17,103,security lists nsgs controlando tráfego rede security lists network security groups oci
Load balancing na nuvem,Distribuindo carga entre instâncias com Flexible Load Balancer da Oracle Cloud.,Cloud,Load balancing na nuvem. Distribuindo carga entre instâncias com Flexible Load Balancer da Oracle Cloud.,15,104,load balancing nuvem distribuindo carga instâncias flexible load balancer oracle cloud
Infraestrutura como código na OCI,Provisionando recursos Oracle Cloud com Terraform e OCI Resource Manager.,Cloud,Infraestrutura como código na OCI. Provisionando recursos Oracle Cloud com Terraform e OCI Resource Manager.,15,108,infraestrutura código oci provisionando recursos oracle cloud terraform oci resource manager
Armazenamento de blocos vs objetos,Diferenças entre Block Volume e Object Storage e quando usar cada um.,Cloud,Armazenamento de blocos vs objetos. Diferenças entre Block Volume e Object Storage e quando usar cada um.,17,105,armazenamento blocos objetos diferenças block volume object storage usar cada
Conectando aplicações à Autonomous DB,"Wallet, connection strings e boas práticas de conexão segura ao Autonomous Database.",Cloud,"Conectando aplicações à Autonomous DB. Wallet, connection strings e boas práticas de conexão segura ao Autonomous Database.",17,123,conectando aplicações autonomous wallet connection strings boas práticas conexão segura autonomous database
Escalabilidade na nuvem,Escalando vertical e horizontalmente aplicações usando autoscaling e load balancers.,Cloud,Escalabilidade na nuvem. Escalando vertical e horizontalmente aplicações usando autoscaling e load balancers.,13,109,escalabilidade nuvem escalando vertical horizontalmente aplicações usando autoscaling load balancers
Boas práticas de arquitetura cloud,"Alta disponibilidade, desacoplamento, segurança e resiliência em soluções cloud-native.",Cloud,"Boas práticas de arquitetura cloud. Alta disponibilidade, desacoplamento, segurança e resiliência em soluções cloud-native.",14,123,boas práticas arquitetura cloud alta disponibilidade desacoplamento segurança resiliência soluções cloud native
Arquitetura de referência na OCI,Boas práticas de arquitetura para aplicações web e APIs na Oracle Cloud Infrastructure.,Cloud,Arquitetura de referência na OCI. Boas práticas de arquitetura para aplicações web e APIs na Oracle Cloud Infrastructure.,18,121,arquitetura referência oci boas práticas arquitetura aplicações web apis oracle cloud infrastructure
Object Storage lifecycle policies,Movendo objetos automaticamente entre tiers de armazenamento para reduzir custos.,Cloud,Object Storage lifecycle policies. Movendo objetos automaticamente entre tiers de armazenamento para reduzir custos.,14,116,object storage lifecycle policies movendo objetos automaticamente tiers armazenamento reduzir custos
Pre-Authenticated Requests,Gerando URLs temporárias e seguras para upload e download no OCI Object Storage.,Cloud,Pre-Authenticated Requests. Gerando URLs temporárias e seguras para upload e download no OCI Object Storage.,15,108,pre authenticated requests gerando urls temporárias seguras upload download oci object storage
Bastion e acesso seguro,Acessando instâncias privadas de forma segura com OCI Bastion Service.,Cloud,Bastion e acesso seguro. Acessando instâncias privadas de forma segura com OCI Bastion Service.,14,95,bastion acesso seguro acessando instâncias privadas forma segura oci bastion service
Autoscaling na Oracle Cloud,Configurando políticas de autoscaling baseadas em CPU e métricas customizadas.,Cloud,Autoscaling na Oracle Cloud. Configurando políticas de autoscaling baseadas em CPU e métricas customizadas.,14,107,autoscaling oracle cloud configurando políticas autoscaling baseadas cpu métricas customizadas
Cloud Shell e automação,Usando OCI Cloud Shell e CLI para administrar recursos da nuvem rapidamente.,Cloud,Cloud Shell e automação. Usando OCI Cloud Shell e CLI para administrar recursos da nuvem rapidamente.,16,101,cloud shell automação usando oci cloud shell cli administrar recursos nuvem rapidamente
Tags e organização de recursos,Organizando custos e governança com tags definidas e free-form tags na OCI.,Cloud,Tags e organização de recursos. Organizando custos e governança com tags definidas e free-form tags na OCI.,17,107,tags organização recursos organizando custos governança tags definidas free form tags oci
Vault e gerenciamento de chaves,Armazenando segredos e chaves de criptografia com OCI Vault.,Cloud,Vault e gerenciamento de chaves. Armazenando segredos e chaves de criptografia com OCI Vault.,14,93,vault gerenciamento chaves armazenando segredos chaves criptografia oci vault
Eventos e automação na nuvem,Reagindo a eventos de recursos OCI com Events Service e Functions.,Cloud,Eventos e automação na nuvem. Reagindo a eventos de recursos OCI com Events Service e Functions.,16,96,eventos automação nuvem reagindo eventos recursos oci events service functions
Conectividade híbrida,FastConnect e VPN Site-to-Site para ligar datacenter on-premises à OCI.,Cloud,Conectividade híbrida. FastConnect e VPN Site-to-Site para ligar datacenter on-premises à OCI.,12,94,conectividade híbrida fastconnect vpn site site ligar datacenter premises oci
Container Registry na OCI,Armazenando e versionando imagens Docker no Oracle Cloud Infrastructure Registry.,Cloud,Container Registry na OCI. Armazenando e versionando imagens Docker no Oracle Cloud Infrastructure Registry.,14,108,container registry oci armazenando versionando imagens docker oracle cloud infrastructure registry
Monitoramento de aplicações na nuvem,"Criando alarmes, dashboards e alertas com OCI Monitoring e Notifications.",Cloud,"Monitoramento de aplicações na nuvem. Criando alarmes, dashboards e alertas com OCI Monitoring e Notifications.",15,111,monitoramento aplicações nuvem criando alarmes dashboards alertas oci monitoring notifications
Backup de Compute e Block Volumes,"Snapshots, backups agendados e estratégias de recuperação de desastres.",Cloud,"Backup de Compute e Block Volumes. Snapshots, backups agendados e estratégias de recuperação de desastres.",15,106,backup compute block volumes snapshots backups agendados estratégias recuperação desastres
Políticas de IAM avançadas,"Escrevendo policies com condições, compartments e least privilege na OCI.",Cloud,"Políticas de IAM avançadas. Escrevendo policies com condições, compartments e least privilege na OCI.",14,101,políticas iam avançadas escrevendo policies condições compartments least privilege oci
Deploy de modelos de ML na nuvem,Hospedando e servindo modelos treinados usando Compute e Object Storage.,Cloud,Deploy de modelos de ML na nuvem. Hospedando e servindo modelos treinados usando Compute e Object Storage.,17,106,deploy modelos nuvem hospedando servindo modelos treinados usando compute object storage
Redes privadas e service gateway,Acessando serviços Oracle sem passar pela internet pública usando Service Gateway.,Cloud,Redes privadas e service gateway. Acessando serviços Oracle sem passar pela internet pública usando Service Gateway.,16,116,redes privadas service gateway acessando serviços oracle passar internet pública usando service gateway
Alta disponibilidade em cloud,Distribuindo recursos em availability domains e fault domains para HA.,Cloud,Alta disponibilidade em cloud. Distribuindo recursos em availability domains e fault domains para HA.,14,101,alta disponibilidade cloud distribuindo recursos availability domains fault domains
Otimização de custos OCI,"Rightsizing, scheduled shutdown e escolha de shapes para economizar na nuvem.",Cloud,"Otimização de custos OCI. Rightsizing, scheduled shutdown e escolha de shapes para economizar na nuvem.",15,103,otimização custos oci rightsizing scheduled shutdown escolha shapes economizar nuvem
Logging centralizado na OCI,Coletando e analisando logs de aplicações e infraestrutura com OCI Logging.,Cloud,Logging centralizado na OCI. Coletando e analisando logs de aplicações e infraestrutura com OCI Logging.,15,104,logging centralizado oci coletando analisando logs aplicações infraestrutura oci logging
Infraestrutura imutável,Conceito de infraestrutura imutável aplicado a instâncias e containers na nuvem.,Cloud,Infraestrutura imutável. Conceito de infraestrutura imutável aplicado a instâncias e containers na nuvem.,13,105,infraestrutura imutável conceito infraestrutura imutável aplicado instâncias containers nuvem
Machine Learning com Scikit-learn,Classificação e regressão usando scikit-learn. Criação de pipelines de treino e avaliação de modelos.,Data Science,Machine Learning com Scikit-learn. Classificação e regressão usando scikit-learn. Criação de pipelines de treino e avaliação de modelos.,18,136,machine learning scikit learn classificação regressão usando scikit learn criação pipelines treino avaliação modelos
Análise de dados com Pandas,"Manipulação, limpeza e transformação de dados tabulares com a biblioteca Pandas em Python.",Data Science,"Análise de dados com Pandas. Manipulação, limpeza e transformação de dados tabulares com a biblioteca Pandas em Python.",18,119,análise dados pandas manipulação limpeza transformação dados tabulares biblioteca pandas python
Introdução a TF-IDF,"Como funciona o TF-IDF e sua aplicação em classificação de textos, busca e NLP.",Data Science,"Introdução a TF-IDF. Como funciona o TF-IDF e sua aplicação em classificação de textos, busca e NLP.",17,100,introdução idf funciona idf aplicação classificação textos busca nlp
Modelos de classificação,"Logistic Regression, Random Forest, SVM e métricas de avaliação em problemas de classificação.",Data Science,"Modelos de classificação. Logistic Regression, Random Forest, SVM e métricas de avaliação em problemas de classificação.",16,120,modelos classificação logistic regression random forest svm métricas avaliação problemas classificação
Pré-processamento de texto para NLP,"Limpeza, tokenização, remoção de stopwords, stemming e lemmatization em projetos de NLP.",Data Science,"Pré-processamento de texto para NLP. Limpeza, tokenização, remoção de stopwords, stemming e lemmatization em projetos de NLP.",17,125,pré processamento texto nlp limpeza tokenização remoção stopwords stemming lemmatization projetos nlp
Métricas de avaliação de modelos,"Accuracy, Precision, Recall, F1-Score, Matriz de Confusão e quando usar cada uma.",Data Science,"Métricas de avaliação de modelos. Accuracy, Precision, Recall, F1-Score, Matriz de Confusão e quando usar cada uma.",17,115,métricas avaliação modelos accuracy precision recall score matriz confusão usar cada
